term	short_vi	review_status	review_method	source	source_license	review_note
cuisine	ẩm thực	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/cuisine	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'ẩm thực' accurately matches 'characteristic style of preparing food' and the short gloss 'a style of cooking'.
cult	giáo phái	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/cult	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'giáo phái' corresponds to 'a devoted religious group / sect'; 'sùng bái' would mean worship, not the group.
cum	kiêm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/cum	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'kiêm' corresponds to 'together with, in addition' and matches the provided translation.
cunning	xảo quyệt	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/cunning	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'xảo quyệt' accurately matches 'cleverly deceitful'.
cunt	lồn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/cunt	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'genitalia' corresponds to the vulgar Vietnamese term 'lồn' present in the translations.
cyclone	bão	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/cyclone	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	"""bão"" is a correct Vietnamese translation for a powerful rotating storm and is present in the provided translations."
dagger	dao găm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/dagger	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a short pointed knife' matches sense 'a stabbing weapon' and 'dao găm' is an exact, usable Vietnamese translation present in the supplied list.
deception	lừa dối	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/deception	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'the act of misleading someone' matches the sense and translation 'lừa dối'.
dementia	chứng mất trí	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/dementia	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'chứng mất trí' corresponds to progressive cognitive decline and matches the short gloss 'serious memory and thinking loss'.
dentistry	nha khoa	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/dentistry	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'the treatment of teeth' matches Vietnamese 'nha khoa' (field of dentistry); translation is clean and unambiguous.
despicable	đáng khinh	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/despicable	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English 'deserving strong dislike' matches sense 'deserving to be despised' and Vietnamese 'đáng khinh' is a correct translation.
dew	sương	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/dew	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'sương' is a clear, correct Vietnamese equivalent of morning moisture on plants.
diagnose	chẩn đoán	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/diagnose	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'to identify an illness' matches sense 'determine the root cause of'; 'chẩn đoán' is the correct Vietnamese translation present.
dialect	phương ngữ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/dialect	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'phương ngữ' is a clear Vietnamese equivalent of 'a regional language form' and is present in the provided translations.
dictatorship	chế độ độc tài	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/dictatorship	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'rule by one all-powerful leader' matches sense 'a government led by a dictator' and 'chế độ độc tài' is an exact, usable Vietnamese translation present in the supplied list.
diocese	giáo phận	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/diocese	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'giáo phận' is the standard Vietnamese translation for a bishop's district; excluded the provided Chinese form '教區'.
diplomacy	ngoại giao	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/diplomacy	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'skillful handling between nations' matches sense; 'ngoại giao' is the correct Vietnamese translation present.
dominance	ưu thế	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/dominance	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'state of being dominant' with translation 'ưu thế' clearly matches short gloss 'being in control'.
dough	bột nhào	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/dough	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'a soft mixture for baking' matches sense label; 'bột nhào' is the exact, appropriate Vietnamese term in the provided translations.
dripping	ròng ròng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/dripping	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	“ròng ròng” corresponds to liquid falling in drops/continuous dripping and matches the English gloss.
drone	máy bay không người lái	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/drone	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'máy bay không người lái' directly matches 'unmanned aircraft' and the short gloss.
dwell	ở	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/dwell	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'to live in a place' matches sense 0 'live, reside' with the translation 'ở'.
dwelling	chổ ở	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/dwelling	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'chổ ở' is a usable Vietnamese phrase meaning 'place where someone lives' and matches the short gloss.
dynamite	đinamit	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/dynamite	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'a powerful explosive' maps to 'đinamit' (dynamite) among the provided translations; clear match.
echo	tiếng vang	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/echo	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a repeated sound bouncing back' matches the provided translations; 'tiếng vang' is an exact, appropriate choice.
eclipse	thiên thực	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/eclipse	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense describes a planetary object passing between others (an astronomical eclipse); 'thiên thực' is the correct Vietnamese term.
edible	ăn được	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/edible	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label matches ‘safe and fit to eat’; translation ‘ăn được’ is correct Vietnamese and exactly present.
ego	cái tôi	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/ego	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'The self' / 'a person's sense of self-importance' aligns clearly with 'cái tôi'.
electromagnetic	điện từ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/electromagnetic	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'điện từ' directly corresponds to 'relating to electricity and magnetism' and matches the provided sense.
emblem	biểu tượng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/emblem	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'biểu tượng' matches 'a symbol representing something'.
emerald	ngọc lục bảo	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/emerald	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 is the gemstone and 'ngọc lục bảo' is an appropriate Vietnamese term.
encore	nữa!	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/encore	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'an extra performance' is matched by the provided exclamatory call for another performance; 'nữa!' is a usable Vietnamese form present in translations.
envoy	sứ giả	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/envoy	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 ('representative') corresponds to short gloss 'a representative messenger'; 'sứ giả' is a provided plain Vietnamese term that fits the meaning.
epidemic	dịch	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/epidemic	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	The short gloss denotes the adjectival sense 'spreading quickly among many people' which corresponds to the provided translation 'dịch' (sense 'like an epidemic').
equilibrium	cân bằng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/equilibrium	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	sense_label matches 'a state of balance' and 'cân bằng' is the appropriate Vietnamese gloss.
erase	xóa	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/erase	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'to rub out completely' matches sense 'to remove markings or information' with translation 'xóa'.
erotic	khiêu dâm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/erotic	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	sense_label 'tending to arouse sexual desire' matches 'khiêu dâm'.
escort	hộ tống	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/escort	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'To attend to in order to guard and protect' matches short gloss 'a protective companion'; 'hộ tống' is an exact provided Vietnamese string.
espresso	espresso	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/espresso	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'espresso' exactly matches the sense 'strong type of coffee' and is usable Vietnamese.
ethanol	cồn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/ethanol	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a type of alcohol' matches the chemical sense 'CH3-CH2-OH'; 'cồn' is an appropriate Vietnamese translation provided.
etiquette	lễ nghi	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/etiquette	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English 'polite, accepted social behavior' corresponds to 'lễ nghi' (chosen from 'lễ nghi | nghi lễ').
evergreen	thường xanh	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/evergreen	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense and translation ('thường xanh') correctly convey 'keeping green leaves all year'.
expire	hết hạn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/expire	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'hết hạn' clearly matches 'become invalid / come to an end'.
faction	đảng phái	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/faction	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'đảng phái' matches the sense 'a small group within a larger' (faction).
fart	trung tiện	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/fart	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss refers to the noun 'an escape of intestinal gas'; 'trung tiện' is a correct, non-markup Vietnamese translation listed for the emission sense.
fascism	chủ nghĩa phát xít	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/fascism	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 corresponds to an extreme dictatorial nationalist regime and 'chủ nghĩa phát xít' matches.
fatigue	mệt mỏi	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/fatigue	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss ('extreme tiredness') corresponds to the sense 'weariness'; 'mệt mỏi' is an exact, usable Vietnamese string.
felony	trọng tội	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/felony	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'trọng tội' directly corresponds to 'a serious crime'.
feminine	nữ tính	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/feminine	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'nữ tính' directly matches 'having the qualities associated with women.'
feminism	chủ nghĩa nữ quyền	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/feminism	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'chủ nghĩa nữ quyền' matches 'belief in women's equal rights' and is a usable Vietnamese translation provided.
fetus	bào thai	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/fetus	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'an unborn developing baby' matches sense label; 'bào thai' is an exact, standard Vietnamese term from the list.
fig	sung	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/fig	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 1 is 'fruit' matching the short gloss; 'sung' is a correct Vietnamese translation present.
filth	rác rưởi	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/filth	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'rác rưởi' matches 'filth' (dirt/disgusting matter) and is usable Vietnamese.
fingerprint	vân tay	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/fingerprint	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a unique finger mark' corresponds to the ridges-on-fingers sense; 'vân tay' is a correct, usable Vietnamese translation present.
fir	linh sam	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/fir	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Provided sense is conifer of genus Abies and translation 'linh sam' correctly matches 'fir' (evergreen tree).
fist	nắm đấm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/fist	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense ('clenched hand') matches the short gloss; 'nắm đấm' is a correct, usable Vietnamese translation provided.
flint	đá lửa	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/flint	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a hard type of stone' corresponds to sense; 'đá lửa' is the correct Vietnamese translation present.
foam	bọt	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/foam	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Direct, unambiguous match for 'a mass of tiny bubbles'.
folklore	văn học dân gian	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/folklore	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss matches traditional stories and beliefs; “văn học dân gian” is the correct Vietnamese equivalent.
font	phông chữ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/font	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'typesetting: a grouping of consistently-designed glyphs' matches 'a style of printed letters'; 'phông chữ' is a correct Vietnamese equivalent present in translations.
footwear	giày dép	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/footwear	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'shoes and boots' matches sense 'item of clothing that is worn on the foot'; 'giày dép' is the provided Vietnamese translation.
forensic	pháp y	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/forensic	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss ('relating to scientific crime investigation') matches the forensic science/legal evidence sense; 'pháp y' is an exact provided Vietnamese translation.
fossil	hoá thạch	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/fossil	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense label matches fossil (mineralized remains) and translation 'hoá thạch' is correct Vietnamese.
fraction	phần	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/fraction	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 'part of a whole' matches 'a small part'; 'phần' is the appropriate translation.
fungus	nấm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/fungus	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	"""nấm"" correctly represents a fungus/mushroom and is present in the translations."
funnel	phễu	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/funnel	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'phễu' is the correct Vietnamese translation for a cone-shaped pouring tool.
futile	vô ích	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/futile	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'having no useful result' matches the provided translations ('vô dụng' | 'vô ích'); 'vô ích' is chosen as an exact, usable Vietnamese match.
galaxy	thiên hà	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/galaxy	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	sense corresponds to 'a huge system of stars' and 'thiên hà' is a correct Vietnamese translation (excluding the alternate Chinese form).
gale	bão tố	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/gale	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	"""bão tố"" is an appropriate Vietnamese term for a very strong wind and is listed among translations."
geneva	Giơ-ne-vơ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/Geneva	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a city in switzerland' clearly matches the city sense; chosen Vietnamese name 'Giơ-ne-vơ' is a usable Vietnamese form present in translations.
genocide	diệt chủng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/genocide	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'mass killing of a people' directly matches the sense 'systematic killing of substantial numbers of people' and the translation 'diệt chủng' is the correct Vietnamese term.
genus	chi	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/genus	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a related species group' matches the taxonomic rank sense and the provided translation 'chi'.
gigantic	khổng lồ	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/gigantic	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'khổng lồ' clearly matches 'extremely large'.
gill	mang	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/gill	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	sense_label 'breathing organ of fish' with translation 'mang' clearly matches 'a fish's breathing organ'.
glacier	sông băng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/glacier	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English gloss 'a slow-moving ice mass' clearly matches Vietnamese 'sông băng'.
glitter	kim tuyến	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/glitter	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English 'tiny sparkling decorative particles' matches sense 'shiny, decoractive adornment' and Vietnamese 'kim tuyến' is correct.
glue	keo	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/glue	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense ('sticky adhesive substance') matches the short gloss; 'keo' is a correct, usable Vietnamese translation provided.
gong	cồng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/gong	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'cồng' is a valid Vietnamese term for a gong and matches the struck metal-disc instrument sense.
greed	sự tham lam	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/greed	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English 'a strong desire for more' matches sense 'selfish desire for more than is needed' and Vietnamese 'sự tham lam' is correct.
grenade	lựu đạn	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/grenade	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'lựu đạn' correctly and directly corresponds to 'a small hand-thrown bomb'.
guild	phường hội	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/guild	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'association of tradespeople' matches the short gloss 'an association of craftsmen'; translation 'phường hội' is appropriate.
halo	hào quang	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/halo	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Translation 'hào quang' clearly matches the short gloss 'a glowing ring of light' (matches the atmospheric-phenomenon sense).
hamlet	xóm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/hamlet	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 ('small village') directly matches the short gloss; 'xóm' is a correct, usable Vietnamese translation.
handmade	thủ công	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/handmade	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'made by hand' matches short gloss; 'thủ công' is a valid Vietnamese translation given in the senses.
hare	thỏ rừng	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/hare	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'thỏ rừng' directly matches 'a fast wild rabbit-like animal'.
harp	đàn hạc	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/harp	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'musical instrument' fits 'a large stringed instrument'; 'đàn hạc' is the clear Vietnamese translation provided.
hash	thịt băm	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/hash	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 0 'chopped food, especially meat and potatoes' matches 'chopped and mixed food'; 'thịt băm' is a correct translation.
hawk	diều hâu	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/hawk	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense ('predatory bird') and translation 'diều hâu' match the short gloss.
headset	tai nghe	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/headset	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Sense 'pair of headphones or earphones' with translation 'tai nghe' matches short gloss 'a combined earphone and microphone'.
helium	heli	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/helium	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	Short gloss 'a light balloon gas' corresponds to the chemical element sense; 'heli' is an exact provided translation.
hepatitis	viêm gan	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/hepatitis	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	'inflammation of the liver' directly matches 'viêm gan'.
hinder	cản trở	reviewed	machine quality gate: exact Wiktionary vi translation, high-confidence English-sense match; no generated text	https://en.wiktionary.org/wiki/hinder	Wiktionary CC BY-SA 4.0 / GFDL; attribution and share-alike notice required	English 'slowing or blocking progress' matches sense 'to make difficult to accomplish' and Vietnamese 'cản trở' (selected from 'cả trở | cản trở') is correct.
